id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
<p>For questions, please contact Silky Kramer at silkykramer@gmail.com.</p>",1,NULL,NULL,"2011-02-16 00:00:00","2011-08-28 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
178,"Womens-Gathering","Women's Gathering",NULL,"Our next Women’s Gathering will be May 19th...","On May 19th, we're hosting Melissa Lawson, 2008 Winner of Nashville Star, Ambassador for diaperLove, and mother of five boys.  She will share through story and song her experiences and encourage us all to pursue our dreams.  <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=p4ZU8DehLcRADBM7MESjMg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Save your spot here</a>.",1,NULL,NULL,"2011-02-17 00:00:00","2011-05-20 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
180,"Vocal-&-Dance-Team-Auditions","Vocal & Dance Team Auditions",NULL,"Vocal auditions will be held Saturday, February 26, at 11:30 am","Vocal auditions will be held Saturday, February 26, at 11:30 am, in the Worship Center and are open to students and adults. Dance Team auditions are scheduled for Saturday, February 26, at 10:00 am, at the Pellissippi Campus and are open to anyone 16 and older. Please sign up at the Information Desk. For more information, email JaclynH@faithpromise.org.",1,NULL,NULL,"2011-02-07 00:00:00","2011-02-27 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
181,"fpKids-Summer-Camp","fpKids Summer Camp",NULL,"fpKids, prepare for a life-changing and fun week of camp...","<p>We're packing up fpKIDS and heading to Dayton, TN!  We can't wait to take your child for a fun-filled week of summer camp, June 23-26.  Make sure your fpKID doesn't miss out!  <a href=\"http://blog.faithpromise.org/2014/03/fpkids-summer-camp-2014/\" target=\"_blank\"\">Register here!</a>",1,NULL,NULL,"2012-02-19 00:00:00","2014-06-24 00:00:00",7,"2015-07-07 12:02:40","2014-05-28 21:21:46"
183,"fpStudents-Summer-Camp","fpStudents Summer Camp",NULL,"Check out all the details, and register online...","Don't miss out on fpStudents' Summer Camp! New location, two weeks to choose from, and so much to do. Get the details <a href=\"http://fpstudents.org/fp-students-summer-camp-13-made/\" target=\"_blank\">here</a>.",1,NULL,NULL,"2011-03-08 00:00:00","2013-07-28 00:00:00",16,"2015-07-07 12:02:40","2013-07-23 21:48:44"
184,"Find-Your-Place","Find Your Place",NULL,"Ready to begin serving at Faith Promise? We want to help...","Ready to begin serving at Faith Promise? We want to help you find your place! After each service on the weekend of March 26 & 27, you’ll have the opportunity to check out different ministries, ask questions, and meet people who currently serve in those areas.",1,NULL,NULL,"2011-03-14 00:00:00","2011-03-28 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
185,"Make-a-Difference","Make a Difference",NULL,"Join with others to make a difference in Japan...","Join with others to make a difference in Japan.  Faith Promise is partnering with Samaritan's Purse to help provide basic resources for the ongoing disaster recovery across the Japanese shoreline.  <a href=\"https://www.samaritanspurse.org/index.php/Giving/Project_donations?pc=13953\" target=\"_blank\">Click here to read more and donate</a>. ",1,NULL,NULL,"2011-03-19 00:00:00","2011-05-19 00:00:00",5,"2015-07-07 12:02:40","2013-06-06 21:53:11"
186,"Marriage-Mentoring","Marriage Mentoring",NULL,"Are you newly married?  Faith Promise now offers Marriage Mentoring...","Are you newly married?  Faith Promise now offers Marriage Mentoring for newlyweds.  Distinct from counseling, which involves a meeting with a professional to change problematic patterns, Marriage Mentors are trained married couples who encourage, support, and teach newlyweds how to thrive in their current relationship.  

<p>Marriage mentors meet with newlywed couples approximately once monthly for nine to twelve months, and use ENRICH, an on-line marriage inventory, to explore topics such as transitions, communication, and resolving disagreements.</p>

<p>Interested in meeting with a mentoring couple? <a href=\"http://blog.faithpromise.org/marriage-mentoring-application/\" target=\"_blank\">Click here</a>.</p>",1,NULL,NULL,"2011-04-27 00:00:00","2011-07-22 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
187,"Lost!-The-Island-of-Perdido","Lost! The Island of Perdido",NULL,"fpKIDS presents Lost!, a special production for kids...","fpKIDS presents Lost!, a special production, during each of showing of Sacred Storm. No one wants to be lost. We all want to be found. But sometimes we need help getting there. Your child (2yrs to 5th grade) will embark on a journey with us to discover the One who never stops searching for us. He will not leave us Lost! For more information, <a href=\"/sacredstorm\">click here</a>.",1,NULL,NULL,"2011-03-24 00:00:00","2011-11-21 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
188,"Actors-Workshop","Actors' Workshop",NULL,"The Drama Ministry is holding actor auditions on Jan 21st...","The Drama Ministry is holding actor auditions on Saturday January 21st from 10am-noon at the Pellissippi Worship Center. All actors must prepare a one minute monologue from a modern play. It is optional to prepare a song from a musical to perform. Contact Jaclyn Holloway for questions. jaclynh@faithpromise.org or 251-2590 ext 1503.

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=GxxczaxdITkD7E9/CexGQQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2011-12-01 00:00:00","2012-01-22 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
189,"Tornado-Relief","Tornado Relief",NULL,"Help those affected by the recent tornados...","If you would like to help in the relief efforts for all the communities affected in Alabama, Georgia, and Tennessee by the tornados on April 27th, please check out one of the links below for how you can get involved.

<p><a href=\"http://blog.salvationarmyusa.org/?p=6091\" target=\"_blank\">Salvation Army</a><br />
<a href=\"http://www.disasterrelief.cc/on-our-way-to-alabama\" target=\"_blank\">Disaster Relief</a></p>

<p>Faith Promise will also collect supplies over the next few weeks to help with the relief efforts in SouthEast Tennessee (Bradley County) and other areas affected by the Tornado damage and will make deliveries once a week.  You can drop off the following donated supplies in the tan workshed with gray doors in the back parking lot of the Pellissippi Campus.</p> 

<p>- Bottled Water <br />
- Work Gloves<br />
- Trash Bags (Heavy Duty)<br />
- Diapers<br />
- Baby Food<br />
- Batteries<br />
- Bathroom Toiletries<br />
- Adult briefs and pads (Depends)<br />
- Tarps<br />
- Rakes/Shovels/Yard tools</p>
",1,NULL,NULL,"2011-04-30 00:00:00","2011-06-15 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
190,"Win-a-Family-Vacation","Win a Family Vacation",NULL,"Don’t miss next weekend as we finish up this series...","Don’t miss next weekend as we finish up our Family Vacation series with a chance to win a family four-pack to Dollywood! ",1,NULL,NULL,"2011-05-09 00:00:00","2011-05-24 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
191,"All-Mens-Choir","All Men's Choir",NULL,"Calling all men! We’re planning an All Men’s Choir for Father’s Day weekend...","Calling all men! We’re planning an All Men’s Choir for Father’s Day weekend, so join us for rehearsal on June 14 at 6:30 pm in Room 222. No auditions required. Refreshments will be served!",1,NULL,NULL,"2011-05-19 00:00:00","2011-06-15 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
192,"Dollywood-Pass-Winners","Dollywood Pass Winners",NULL,"Congratulations to the following winners...","Congratulations to the following winners of the Dollywood pass drawings:
<p>April McGlothin - <em>Pellissippi Campus</em></p>
<p>Sandra O'Hara - <em>Blount Campus</em></p>
<p>Amy Norman - <em>Internet Campus</em></p>",1,NULL,NULL,"2011-05-31 00:00:00","2011-06-06 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
193,"Makeup-Workshop","Makeup Workshop",NULL,"Join us for a Makeup Workshop on Saturday August 13th...","Join us for a Makeup Workshop on Saturday August 13th from 10am-12pm in Satellite-1 at the Pellissippi Campus for all those interested in being a part of the makeup ministry. We will learn about stage makeup techniques such as aging biblical characters and more!

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=z+LLRsC4sxtDETsC6tGrUg==&amp;cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2011-06-09 00:00:00","2011-08-14 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
194,"Student-Promotion","Student Promotion",NULL,"fpStudents promotion is August 3! For more information, click here.","fpStudents promotion is August 3! For more information, <a href=\"http://fpstudents.org\" target=\"_blank\">click here</a>.",1,NULL,NULL,"2011-06-29 00:00:00","2011-06-29 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
196,"New-Worship-Venue","New Worship Venue",NULL,"A new worship environment opening Sun, Aug 7, at 10:20 am in Satellite-1... ","As our 10:20 service is full and we need more seats for more people, we are adding a new venue. The Sanctuary is opening next Sunday, August 7, at 10:20 am in the Satellite-1 auditorium. This will be unlike anything we’ve done in the past. It will be a milder worship experience with more time of reflection and responsive components of worship, such as the Lord’s Supper. To prepare for this new venue we will be having a 24/7 prayer vigil from midnight Wednesday, August 3 until the time the service begins on Sunday. Please join us in praying for God’s anointing as we provide another way to reach new people for Christ.",1,NULL,NULL,"2011-07-14 00:00:00","2011-08-08 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
197,"Ten-Steps-Miracle-Offering","Ten Steps: Miracle Offering",NULL,"Wow! This month we’ve seen God work some incredible miracles...","Wow! This month we’ve seen God work some incredible miracles! We want to hear about the miracles God has done in your life. Email your story to miracles@faithpromise.org.",1,NULL,NULL,"2011-07-21 00:00:00","2011-08-30 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
198,"Blount-Campus-Prayer-Path","Blount Campus Prayer Path",NULL,"Join us for a unique time of prayer through interactive stations...","Join us Saturday, August 20th between 8:00 am and 6:00 pm at our Blount County Campus for a unique prayer event. This focused time in prayer through interactive stations will draw your heart and mind closer to Christ.
<p>For more information, please contact Tina Conover at jehovahschild@tds.net.</p>",1,NULL,NULL,"2011-08-02 00:00:00","2011-08-21 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
199,"100-Hours-of-Prayer","100 Hours of Prayer",NULL,"Pick an hour, day or night, and join us for prayer...","Pick an hour, day or night, and join us for several days of continuous prayer as we prepare our hearts and minds for our Miracle Weekend. This collective moment of prayer begins Wednesday, August 17, at midnight and ends Saturday, August 20, at 6:00 pm.",1,NULL,NULL,"2011-08-11 00:00:00","2011-08-21 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
200,"Club-45-kNEXTion","Club 45 kNEXTion",NULL,"Fun, food, and time to learn more about Club 45. August 19...","Fun, food, and time to learn more about Club 45. All 4th and 5th graders and their families are invited to a pool party on Sunday, Aug. 19 from 1:00-3:00 pm. Sign up in Club 45, or email KandiceB@faithpromise.org.",1,NULL,NULL,"2011-08-22 00:00:00","2012-08-20 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
202,"Faith-Promise-UT-Campus","Faith Promise: UT Campus",NULL,"We’re gearing up for the launch of a new campus...","Faith Promise Church is launching a new campus location to reach students at the University of Tennessee. It begins Sunday, October 9, at 11:30 am, in the Alumni Memorial Building. 
<p><a href=\"http://www.facebook.com/faithpromiseUT\" target=\"_blank\">Like our UT Campus on Facebook</a>.",1,NULL,NULL,"2011-08-28 00:00:00","2011-10-09 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
203,"UT-Campus-on-Facebook","UT Campus on Facebook",NULL,"Connect with our UT Campus on Facebook for updates...","Connect with our UT Campus on Facebook for updates related to our UT Campus. <a href=\"http://facebook.com/faithpromiseUT\" target=\"_blank\">Click here</a>.
<p>Want churchwide updates? <a href=\"http://facebook.com/faithpromise\" target=\"_blank\">Click here</a>.</p>",1,NULL,NULL,"2011-09-01 00:00:00","2015-01-01 00:00:00",6,"2015-07-07 12:02:40","2014-12-31 15:38:57"
204,"Like-to-Sing?","Like to Sing?",NULL,"Join us for choir rehearsal this Tuesday, 9/6, at 6:00 pm...","Join us for choir rehearsal this Tuesday, September 6, at 6:00 pm in Room 222. No tryouts required. For more information, contact Jason at 865-251-2590 x.1590 or JasonS@faithpromise.org.",1,NULL,NULL,"2011-09-01 00:00:00","2011-09-07 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
205,"High-School-Retreat","High School Retreat",NULL,"This year’s High School Fall Retreat (September 24-25) is gonna blow you away!","This year’s High School Fall Retreat (September 24-25) is gonna blow you away! Pack your bag and grab a friend to enjoy all the activities at Fort Bluff Camp in Dayton, TN, including a 250-foot water slide, swimming pool, putt-putt, archery, paintball, basketball, tennis, and even the death-defying BLOB! Add to that some amazing worship, teaching and community, and this will be an unbelievable weekend!  The cost is $100.

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=q8J0E2AvwusPKxdmAkrzNg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\"></a></p>",1,NULL,NULL,"2011-09-14 00:00:00","2011-09-26 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
206,"fp-Women","fp Women",NULL,"Join us for the fp Women's Gathering on Dec 1st...","Join us for the fp Women's Gathering on Thursday, December 1st at the Pellissippi Campus. We will celebrate Jesus together with Christmas carols, beautiful tables decorated by women who have signed up for the competition, and a delicious dinner. Please bring a wrapped \"re-gift\" - something you have received in the past that just wasn't your favorite gift, to be used during a fun time with gift exchanges.  A drama and door prizes will add additional \"sparkle\" to your evening. 
<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=p4ZU8DehLcRADBM7MESjMg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2011-09-15 00:00:00","2011-12-02 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
207,"Inky-Johnson-at-Blount-Campus","Inky Johnson at Blount Campus",NULL,"Join us for 1st Wednesday with guest speaker, Inky Johnson...","Join us for a very special 1st Wednesday service with guest speaker, Inky Johnson this Wednesday, October 5, at 6:30 pm. Like all of our 1st Wednesday services, this will be a time of worship and celebrating all that God has done in our church over the past month. ",1,NULL,NULL,"2011-10-03 00:00:00","2011-10-06 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
208,"80s-Leadership-Night","80's Leadership Night",NULL,"Get ready for the 80's Appreciation Night for volunteers...","Get ready for the 80's Appreciation Night for all Blount Campus volunteers November 6 at 6:00 pm. Come dressed in 80's garb, and have a totally gnarly time!

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=aczkvTLeeHyRAKyZE0+2Ow==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a></p>",1,NULL,NULL,"2011-10-05 00:00:00","2011-11-07 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
209,"Family-Room-Grand-Reopening","Family Room Grand Reopening",NULL,"Our renovated Family Room is now open! It has undergone a remodel...","Our renovated Family Room is now open! It has undergone a remodel and now provides an even better worship experience for you and your little ones. If you have a child under the age of five who does not attend fpKids, we recommend you check out this new environment designed especially with you in mind.",1,NULL,NULL,"2011-11-03 00:00:00","2011-12-30 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
210,"Construction-Webcams","Construction Webcams",NULL,"Watch our construction progress via webcam...","Construction is happening on our Pellissippi Campus, and you can watch it take place via our webcams. 
<p><a href=\"http://faithpromise.org/cam/\" target=\"_blank\">Check them out here</a>.</p>",1,NULL,NULL,"2011-11-07 00:00:00","2012-08-15 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
211,"Worship-Ministry-Volunteers","Worship Ministry Volunteers",NULL,"The Worship Ministry will be hosting a volunteer appreciation banquet...","The Worship Ministry will host a volunteer appreciation banquet for all worship ministry vols on Friday, December 2nd from 6:30-8:30 pm in the Worship Center of Faith Promise Church, Pellisssippi Campus. If you're coming, please register by <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=Z89INr5NFuv5p4sB7wJ3+w==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">clicking here</a>.
<p>*This is a semi-formal event. Dinner and childcare provided.</p>",1,NULL,NULL,"2011-11-10 00:00:00","2011-12-04 00:00:00",5,"2015-07-07 12:02:40","2015-07-07 12:02:40"
212,"Christmas-Production","Christmas Production",NULL,"Don't miss our Christmas production, God with Us, this weekend during all services.","Don't miss our Christmas production, God with Us, this weekend during all services. <a href=\"/times-and-directions\">Production Times</a>",1,NULL,NULL,"2011-12-11 00:00:00","2011-12-19 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
213,"New-Safe-People-Study","New \"Safe People\" Study",NULL,"Do the people around you lift you up or drag you down?","Do the people around you lift you up or drag you down? If you often make wrong choices in love, work, or friendships, you can learn to find people who are good for you! Join us at Celebrate on Monday nights 6:30pm for this new Celebrate Growth Group study as we identify traits of untrustworthy people, offer practical strategies for forming healthy associations, and reveal things about yourself that jeopardize relationships.
<p>Celebrate on Monday nights starts at 6:30pm with great food, then a time of awesome worship and a challenging message from a variety of engaging speakers, such as our very own Chad Funk the leader of our FP Celebrate Ministry. Following our corporate time together we have several Celebrate Recovery and Celebrate Growth Groups for you to plug into to be ministered to and help you navigate your next steps on your road to recovery and in your walk with God.</p>",1,NULL,NULL,"2012-01-05 00:00:00","2012-02-05 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
214,"Annual-Report","Annual Report",NULL,"Check out some of the amazing ways that God worked through our church in 2012.","Check out some of the amazing ways that God worked through our church in 2012. Click here for our <a href=\"/report\">2012 Annual Report</a>.",1,NULL,NULL,"2012-01-12 00:00:00","2013-05-28 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
215,"Pastor-Chris-New-Book!","Pastor Chris' New Book!",NULL,"Find practical help to enhance and manage your life...","In his latest book, \"The Plan of Your Life\", Pastor Chris uses a captivating allegory to convey life-changing principles about spiritual growth, leadership development and self-improvement. If you are looking for insights on how to enhance and manage your life, <a href=\"http://drchrisstephens.com/books/\" target=\"_blank\">go here</a>.",1,NULL,NULL,"2012-01-18 00:00:00","2012-07-15 00:00:00",4,"2015-07-07 12:02:40","2013-06-06 21:53:11"
216,"Questioning-Aslan","Questioning Aslan",NULL,"Infusion Ministries & Searchlight Theatre Company present...","Infusion Ministries & Searchlight Theatre Company present a performance of \"Questioning Aslan: A Night with CS Lewis\" on Friday 2/24 at 7:00 pm. Doors open at 6:30 pm. Tickets are $10 and will be for sale at FP Resources. No childcare at this event.

<p>For additional information and tickets, <a href=\"http://www.infusionnow.org/Questioning-Aslan.html\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2012-01-19 00:00:00","2012-02-25 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
217,"North-Knox-Campus-Launch","North Knox Campus Launch",NULL,"Our North Knoxville Campus is launching Easter Sunday, April 8...","Our North Knoxville Campus is launching on Easter Sunday, April 8, in two identical services at 10:00 and 11:30 am. For information about our children's ministry and what to expect, <a href=\"/what-to-expect/\">click here</a>.",1,NULL,NULL,"2012-01-23 00:00:00","2012-04-09 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
218,"Sponsor-a-Child","Sponsor a Child",NULL,"Join us as we make a difference in the lives of children worldwide...","Join hundreds of families at Faith Promise who are making a difference in the lives of children worldwide through sponsorship. To be counted as a part of the number sponsoring at Faith Promise, please <a href=\"http://www.compassion.com/sponsor_a_child/default.htm?referer=123605\" target=\"_blank\">use this link</a>.",1,NULL,NULL,"2012-02-19 00:00:00","2012-03-12 00:00:00",3,"2015-07-07 12:02:40","2013-06-06 21:53:11"
219,"Serving-Saturday","Serving Saturday",NULL,"Your next opportunity to bring hope to others is Feb 25.","Your next opportunity to use your gifts and bring hope to others is our fp Serving Saturday on Feb 25.

We?ll meet at the Pellissippi Campus at 8:30 am for a light breakfast, short devotional, and assignments and be off by 9:00 am to be the hands and feet of Christ.

<a href=\"http://www.volunteerspot.com/login/entry/202345632291488072\" target=\"_blank\">Enter your email address here</a> and choose your job. You?ll get an email reminder two days prior to the event.

There are limited spots available for this fp Serving Saturday, so it?s important to sign up early.",1,NULL,NULL,"2012-02-21 00:00:00","2012-02-26 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
220,"Pastor-Chris-at-Celebrate","Pastor Chris at Celebrate",NULL,"Join us for our new Conquering Codependency Group?","Join us at Celebrate on Monday nights at 6:30 pm for our new Celebrate Growth Group as we discover how to begin freeing ourselves to help others. <a href=\"http://blog.faithpromise.org/2012/02/new-celebrate-growth-group-on-monday-nights-630pm-at-the-pellissippi-campus-4/\" target=\"_blank\">More information here</a>.",1,NULL,NULL,"2012-02-21 00:00:00","2012-03-07 00:00:00",99,"2015-07-07 12:02:40","2015-07-07 12:02:40"
225,"The-Sharing-Hope-Experience","The Sharing Hope Experience",NULL,"If you love giving hope to others, don't miss this event...","If you love giving hope to others, then be sure and mark your calendars for the Sharing Hope Experience coming Friday, March 23 at 6:30 pm and Saturday, March 24 at 8:00 am. Dinner on Friday and a light breakfast on Saturday as well as childcare for both days will be provided. We will be hearing from several local missions and forming new Compassion Groups which will meet monthly to bring hope to those in need in our communities.

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=taZwV55nq6HeSIdgB8e8qw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register Here</a></p>",1,NULL,NULL,"2012-03-05 00:00:00","2012-03-25 00:00:00",2,"2015-07-07 12:02:40","2015-07-07 12:02:40"
226,"grouplink","grouplink",NULL,"Connect with others to find a group on September 9...","September 9 at 5:30. Connect with others to find a group. Dinner and childcare are provided with your registration. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?
fCode=Mc/B8xcDDeRz7S78UKGWBQ==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Click here to register</a>.",1,NULL,NULL,"2011-08-22 00:00:00","2012-09-10 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
227,"Convicted","Convicted",NULL,"This Easter, Faith Promise Church presents Convicted...","This Easter, Faith Promise Church presents Convicted, a story of betrayal and redemption. For details, <a href=\"/easter\">click here</a>.",1,NULL,NULL,"2012-03-08 00:00:00","2012-04-09 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
228,"21-Day-Prayer-Guide","21-Day Prayer Guide",NULL,"Starting Monday, March 19, we are calling on all Faith Promise...","Starting Monday, March 19, we are calling on all Faith Promisers to start a 21-Day Fast for Easter and the launch of the North Knox Campus. You can fast all 21 days, a meal each day, or fast from something in order to pray specifically for God to move on Easter. 

<p><a href=\"/uploads/ministries/21-Day-Prayer-Guide-2012.pdf\" target=\"_blank\">Download the 21-Day Prayer Guide</a></p>",1,NULL,NULL,"2012-03-16 00:00:00","2012-04-08 00:00:00",1,"2015-07-07 12:02:40","2013-06-06 21:53:11"
229,"Work-as-Worship","Work as Worship",NULL,"What if we saw our work as an opportunity to worship?","Steve Hall, owner Empire Construction, will speak at fp Men's Groups Breakfast on Saturday, April 28, at 8:30 am in Satellite-1 at the FPC Pellissippi Campus. Steve will speak from experience about living out your faith at work. As owner of Empire Construction, a multi-million dollar commercial construction company with projects in over half the US, Steve had a vision over 30 years ago to fully partner with God in his work as well as his private life, and has implemented this in his businesses.

<p>Most of us spend over half our lives at work. What if we saw our work as an opportunity to worship?</p>
<p>Join fp Men's Groups Saturday April 28, at 8:30am in Satellite-1 of the FPC Pellissippi Campus for breakfast and an inspiring session where you'll discover your mission is in the marketplace. </p>

<p>For more information, or to register, <a href=\"http://fpchur.ch/y3\" target=\"_blank\">click here</a>.</p>",1,NULL,NULL,"2012-03-26 00:00:00","2012-04-29 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
230,"Womens-Group-Studies","Women's Group Studies",NULL,"Join us for our new Spring Semester fp Women's Group Studies. ","At fp Women's Groups Studies you will find a warm, friendly, and fun environment providing an opportunity for you to connect, develop friendships and grow in Christ. Join us for our new Spring Semester fp Women's Group Studies. Click the title below for more information:
<p><a href=\"http://fpchur.ch/xw\" target=\"_blank\">Made to Crave Action Plan</a></p>
<p><a href=\"http://fpchur.ch/xy\" target=\"_blank\"></a>Jonah</p>",1,NULL,NULL,"2012-03-27 00:00:00","2012-03-16 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
231,"fpStudents","fpStudents",NULL,"There will be no student services on December 26 or January 2...","There will be no student services on December 23 or 29. fpStudents returns on January 6 at 6:00 pm.",1,NULL,NULL,"2012-04-10 00:00:00","2012-12-30 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
233,"Group-Leader-Training","Group Leader Training",NULL,"Group Leaders, get ready for a weekend of training...","<p>Group Leaders, please mark your calendars for August 2 & 3 and join Pastor Chris and the group staff for a weekend of group leadership training.  The weekend is for new group leaders, veteran group leaders, and even those who want to check out what group leadership is all about.  We will spend Friday evening and Saturday morning together at the Pellissippi Campus learning, encouraging each other, and preparing for the fall season of group ministry.  

</p><p>We are asking all group leaders to commit to this important training event, so go ahead and <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=jRYF9wRuq0Jriir/hJHgBw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">reserve your spot today</a>.</p>",1,NULL,NULL,"2012-05-03 00:00:00","2013-08-03 00:00:00",17,"2015-07-07 12:02:40","2013-07-29 14:48:27"
234,"Game-Plan-for-Life","Game Plan for Life",NULL,"Game Plan for Life is men's Bible study with Joe Gibbs...","Game Plan for Life is men's Bible study with Joe Gibbs that provides an honest look at 11 key issues facing men today. Gibbs is a three-time Super Bowl champion coach and owner of a three-time NASCAR champion team. He relates to the innate desire in men to win and wants to help them avoid some of the mistakes he has made.

This men?s group is lead by Bob Poteat Mondays in Room 222 at 6:30 pm.

<p>For more information, <a href=\"http://fpchur.ch/116\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2012-05-14 00:00:00","2012-06-30 00:00:00",4,"2015-07-07 12:02:40","2015-07-07 12:02:40"
235,"Womens-Bible-Study","Women's Bible Study",NULL,"Join us for our first Blount Campus Women's Gathering...","Fall Women's Bible Study - \"Take the Plunge\" by Louie Giglio<br />
Wednesdays at 9:30 am starting October 17 for four weeks<br />
Blount Campus, Room 205<br />
Childcare provided with registration.<br />
Contact AimeeF@faithpromise.org.",1,NULL,NULL,"2012-06-12 00:00:00","2012-11-25 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
236,"Compassion-Experience","Compassion Experience",NULL,"Compassion International's interactive experience July 20-22...","Compassion International's new interactive experience kicks off at our Pellissippi Campus on July 20-22. Schedule your tour at <a href=\"http://compassion.com/change\" target=\"_blank\">compassion.com/change</a>.",1,NULL,NULL,"2012-06-27 00:00:00","2012-07-23 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
237,"Worship-Connection","Worship Connection",NULL,"Interested in or currently serving in the worship ministry?","If you are interested in or currently serving in the Worship Ministry and have not attended a Worship Connection event, please join us on Sunday, September 16, at 11:30 am in the upstairs conference room (Room 205). Email angelaburress@bellsouth.net, to register or for more information.",1,NULL,NULL,"2012-06-27 00:00:00","2012-09-17 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
